puma,lep_0812_count,lep_0812_count_moe,lep_0812_count_cv,lep_0812_pct,lep_0812_pct_moe,age_p5pl,lep_0812_anh_count,lep_0812_anh_count_moe,lep_0812_anh_count_cv,lep_0812_anh_pct,lep_0812_anh_pct_moe,age_p5pl_0812_anh,lep_0812_bnh_count,lep_0812_bnh_count_moe,lep_0812_bnh_count_cv,lep_0812_bnh_pct,lep_0812_bnh_pct_moe,age_p5pl_0812_bnh,lep_0812_hsp_count,lep_0812_hsp_count_moe,lep_0812_hsp_count_cv,lep_0812_hsp_pct,lep_0812_hsp_pct_moe,age_p5pl_0812_hsp,lep_0812_wnh_count,lep_0812_wnh_count_moe,lep_0812_wnh_count_cv,lep_0812_wnh_pct,lep_0812_wnh_pct_moe,age_p5pl_0812_wnh,fb_0812_count,fb_0812_count_moe,fb_0812_count_cv,fb_0812_pct,fb_0812_pct_moe,fb_0812_anh_count,fb_0812_anh_count_moe,fb_0812_anh_count_cv,fb_0812_anh_pct,fb_0812_anh_pct_moe,fb_0812_bnh_count,fb_0812_bnh_count_moe,fb_0812_bnh_count_cv,fb_0812_bnh_pct,fb_0812_bnh_pct_moe,fb_0812_hsp_count,fb_0812_hsp_count_moe,fb_0812_hsp_count_cv,fb_0812_hsp_pct,fb_0812_hsp_pct_moe,fb_0812_wnh_count,fb_0812_wnh_count_moe,fb_0812_wnh_count_cv,fb_0812_wnh_pct,fb_0812_wnh_pct_moe,age_popu16_0812_count,age_popu16_0812_count_moe,age_popu16_0812_count_cv,age_popu16_0812_pct,age_popu16_0812_pct_moe,age_p16t64_0812_count,age_p16t64_0812_count_moe,age_p16t64_0812_count_cv,age_p16t64_0812_pct,age_p16t64_0812_pct_moe,age_p65pl_0812_count,age_p65pl_0812_count_moe,age_p65pl_0812_count_cv,age_p65pl_0812_pct,age_p65pl_0812_pct_moe,age_popu16_0812_anh_count,age_popu16_0812_anh_count_moe,age_popu16_0812_anh_count_cv,age_popu16_0812_anh_pct,age_popu16_0812_anh_pct_moe,age_popu16_0812_bnh_count,age_popu16_0812_bnh_count_moe,age_popu16_0812_bnh_count_cv,age_popu16_0812_bnh_pct,age_popu16_0812_bnh_pct_moe,age_popu16_0812_hsp_count,age_popu16_0812_hsp_count_moe,age_popu16_0812_hsp_count_cv,age_popu16_0812_hsp_pct,age_popu16_0812_hsp_pct_moe,age_popu16_0812_wnh_count,age_popu16_0812_wnh_count_moe,age_popu16_0812_wnh_count_cv,age_popu16_0812_wnh_pct,age_popu16_0812_wnh_pct_moe,age_p16t64_0812_anh_count,age_p16t64_0812_anh_count_moe,age_p16t64_0812_anh_count_cv,age_p16t64_0812_anh_pct,age_p16t64_0812_anh_pct_moe,age_p16t64_0812_bnh_count,age_p16t64_0812_bnh_count_moe,age_p16t64_0812_bnh_count_cv,age_p16t64_0812_bnh_pct,age_p16t64_0812_bnh_pct_moe,age_p16t64_0812_hsp_count,age_p16t64_0812_hsp_count_moe,age_p16t64_0812_hsp_count_cv,age_p16t64_0812_hsp_pct,age_p16t64_0812_hsp_pct_moe,age_p16t64_0812_wnh_count,age_p16t64_0812_wnh_count_moe,age_p16t64_0812_wnh_count_cv,age_p16t64_0812_wnh_pct,age_p16t64_0812_wnh_pct_moe,age_p65pl_0812_anh_count,age_p65pl_0812_anh_count_moe,age_p65pl_0812_anh_count_cv,age_p65pl_0812_anh_pct,age_p65pl_0812_anh_pct_moe,age_p65pl_0812_bnh_count,age_p65pl_0812_bnh_count_moe,age_p65pl_0812_bnh_count_cv,age_p65pl_0812_bnh_pct,age_p65pl_0812_bnh_pct_moe,age_p65pl_0812_hsp_count,age_p65pl_0812_hsp_count_moe,age_p65pl_0812_hsp_count_cv,age_p65pl_0812_hsp_pct,age_p65pl_0812_hsp_pct_moe,age_p65pl_0812_wnh_count,age_p65pl_0812_wnh_count_moe,age_p65pl_0812_wnh_count_cv,age_p65pl_0812_wnh_pct,age_p65pl_0812_wnh_pct_moe,age_median_0812_median,age_median_0812_median_moe,age_median_0812_median_cv,age_median_0812_anh_median,age_median_0812_anh_median_moe,age_median_0812_anh_median_cv,age_median_0812_bnh_median,age_median_0812_bnh_median_moe,age_median_0812_bnh_median_cv,age_median_0812_hsp_median,age_median_0812_hsp_median_moe,age_median_0812_hsp_median_cv,age_median_0812_wnh_median,age_median_0812_wnh_median_moe,age_median_0812_wnh_median_cv,lep_1519_count,lep_1519_count_moe,lep_1519_count_cv,lep_1519_pct,lep_1519_pct_moe,age_p5pl,lep_1519_anh_count,lep_1519_anh_count_moe,lep_1519_anh_count_cv,lep_1519_anh_pct,lep_1519_anh_pct_moe,age_p5pl_1519_anh,lep_1519_bnh_count,lep_1519_bnh_count_moe,lep_1519_bnh_count_cv,lep_1519_bnh_pct,lep_1519_bnh_pct_moe,age_p5pl_1519_bnh,lep_1519_hsp_count,lep_1519_hsp_count_moe,lep_1519_hsp_count_cv,lep_1519_hsp_pct,lep_1519_hsp_pct_moe,age_p5pl_1519_hsp,lep_1519_wnh_count,lep_1519_wnh_count_moe,lep_1519_wnh_count_cv,lep_1519_wnh_pct,lep_1519_wnh_pct_moe,age_p5pl_1519_wnh,fb_1519_count,fb_1519_count_moe,fb_1519_count_cv,fb_1519_pct,fb_1519_pct_moe,fb_1519_anh_count,fb_1519_anh_count_moe,fb_1519_anh_count_cv,fb_1519_anh_pct,fb_1519_anh_pct_moe,fb_1519_bnh_count,fb_1519_bnh_count_moe,fb_1519_bnh_count_cv,fb_1519_bnh_pct,fb_1519_bnh_pct_moe,fb_1519_hsp_count,fb_1519_hsp_count_moe,fb_1519_hsp_count_cv,fb_1519_hsp_pct,fb_1519_hsp_pct_moe,fb_1519_wnh_count,fb_1519_wnh_count_moe,fb_1519_wnh_count_cv,fb_1519_wnh_pct,fb_1519_wnh_pct_moe,age_popu16_1519_count,age_popu16_1519_count_moe,age_popu16_1519_count_cv,age_popu16_1519_pct,age_popu16_1519_pct_moe,age_p16t64_1519_count,age_p16t64_1519_count_moe,age_p16t64_1519_count_cv,age_p16t64_1519_pct,age_p16t64_1519_pct_moe,age_p65pl_1519_count,age_p65pl_1519_count_moe,age_p65pl_1519_count_cv,age_p65pl_1519_pct,age_p65pl_1519_pct_moe,age_popu16_1519_anh_count,age_popu16_1519_anh_count_moe,age_popu16_1519_anh_count_cv,age_popu16_1519_anh_pct,age_popu16_1519_anh_pct_moe,age_popu16_1519_bnh_count,age_popu16_1519_bnh_count_moe,age_popu16_1519_bnh_count_cv,age_popu16_1519_bnh_pct,age_popu16_1519_bnh_pct_moe,age_popu16_1519_hsp_count,age_popu16_1519_hsp_count_moe,age_popu16_1519_hsp_count_cv,age_popu16_1519_hsp_pct,age_popu16_1519_hsp_pct_moe,age_popu16_1519_wnh_count,age_popu16_1519_wnh_count_moe,age_popu16_1519_wnh_count_cv,age_popu16_1519_wnh_pct,age_popu16_1519_wnh_pct_moe,age_p16t64_1519_anh_count,age_p16t64_1519_anh_count_moe,age_p16t64_1519_anh_count_cv,age_p16t64_1519_anh_pct,age_p16t64_1519_anh_pct_moe,age_p16t64_1519_bnh_count,age_p16t64_1519_bnh_count_moe,age_p16t64_1519_bnh_count_cv,age_p16t64_1519_bnh_pct,age_p16t64_1519_bnh_pct_moe,age_p16t64_1519_hsp_count,age_p16t64_1519_hsp_count_moe,age_p16t64_1519_hsp_count_cv,age_p16t64_1519_hsp_pct,age_p16t64_1519_hsp_pct_moe,age_p16t64_1519_wnh_count,age_p16t64_1519_wnh_count_moe,age_p16t64_1519_wnh_count_cv,age_p16t64_1519_wnh_pct,age_p16t64_1519_wnh_pct_moe,age_p65pl_1519_anh_count,age_p65pl_1519_anh_count_moe,age_p65pl_1519_anh_count_cv,age_p65pl_1519_anh_pct,age_p65pl_1519_anh_pct_moe,age_p65pl_1519_bnh_count,age_p65pl_1519_bnh_count_moe,age_p65pl_1519_bnh_count_cv,age_p65pl_1519_bnh_pct,age_p65pl_1519_bnh_pct_moe,age_p65pl_1519_hsp_count,age_p65pl_1519_hsp_count_moe,age_p65pl_1519_hsp_count_cv,age_p65pl_1519_hsp_pct,age_p65pl_1519_hsp_pct_moe,age_p65pl_1519_wnh_count,age_p65pl_1519_wnh_count_moe,age_p65pl_1519_wnh_count_cv,age_p65pl_1519_wnh_pct,age_p65pl_1519_wnh_pct_moe,age_median_1519_median,age_median_1519_median_moe,age_median_1519_median_cv,age_median_1519_anh_median,age_median_1519_anh_median_moe,age_median_1519_anh_median_cv,age_median_1519_bnh_median,age_median_1519_bnh_median_moe,age_median_1519_bnh_median_cv,age_median_1519_hsp_median,age_median_1519_hsp_median_moe,age_median_1519_hsp_median_cv,age_median_1519_wnh_median,age_median_1519_wnh_median_moe,age_median_1519_wnh_median_cv
03701,19740,1455,4.5,19.7,1.3,,1736,376,13.2,32.5,3.7,,741,263.0,21.6,5.8,2.0,,14333,1214,5.2,32.6,2.5,,2789,560,12.2,7.8,1.5,,34666,2234,3.9,32.3,1.9,4386,839,11.6,79.9,4.8,4036,677,10.2,29.9,4.5,17689,1612,5.5,37.2,3.2,8004,844,6.4,20.9,2.0,20026,1128,3.4,18.7,0.9,70152,2855,2.5,65.4,1.9,17075,846,3.0,15.9,0.6,519,216,25.4,9.5,3.5,2238,389,10.6,16.6,2.6,11281,901,4.9,23.7,1.7,5298,512,5.9,13.9,1.2,4096,864,12.8,74.6,8.0,9428,832,5.4,69.9,3.1,32446,1249,2.3,68.2,1.3,22644,1290,3.5,59.2,2.3,875,238,16.5,15.9,3.2,1817,379,12.7,13.5,2.6,3860,448,7.1,8.1,0.9,10276,669,4.0,26.9,1.4,37.9,0.9,1.4,44.0,4.1,5.6,39.6,2.2,3.5,31.2,1.0,2.0,47.2,1.8,2.3,23174,1563,4.1,22.7,1.4,,1463,401,16.7,32.1,7.7,,624,265.0,25.8,4.8,2.0,,18659,1551,5.1,38.5,2.9,,2255,535,14.4,6.7,1.6,,36435,2039,3.4,33.1,1.7,3404,480,8.6,72.8,3.8,3727,846,13.8,27.2,5.5,21634,1682,4.7,40.5,2.7,6853,886,7.9,19.3,2.4,21754,1426,4.0,19.7,1.2,66563,1891,1.7,60.4,0.9,21879,1013,2.8,19.9,0.8,508,168,20.1,10.9,3.3,2302,461,12.2,16.8,2.9,13307,1242,5.7,24.9,2.1,4908,513,6.4,13.8,1.3,3511,494,8.6,75.1,3.9,8480,1043,7.5,61.9,4.1,33990,1236,2.2,63.6,3.4,18895,1001,3.2,53.1,1.8,658,185,17.1,14.1,3.5,2917,443,9.2,21.3,2.4,6121,605,6.0,11.5,1.0,11758,812,4.2,33.1,1.9,39.6,0.9,1.4,40.2,3.8,5.7,42.7,2.1,3.0,33.6,1.0,1.9,51.9,1.9,2.2
03702,11318,1205,6.5,8.5,0.9,,680,341,30.5,25.1,10.6,,2194,649.0,18.0,2.4,0.7,,7400,1053,8.7,27.2,3.4,,695,277,24.2,7.4,2.9,,56681,2712,2.9,39.3,1.7,2281,646,17.2,80.3,7.5,43168,1950,2.7,43.8,1.7,7373,1228,10.1,24.9,3.8,2535,544,13.0,25.7,5.1,33008,1681,3.1,22.9,1.1,94881,2056,1.3,65.8,0.5,16240,802,3.0,11.3,0.5,520,201,23.5,18.3,5.1,22191,1430,3.9,22.5,1.3,8209,890,6.6,27.7,2.3,1343,300,13.6,13.6,2.8,1828,538,17.9,64.3,7.9,65665,1651,1.5,66.7,0.4,18868,1406,4.5,63.7,1.9,6122,654,6.5,62.0,4.3,494,239,29.4,17.4,7.0,10631,586,3.3,10.8,0.5,2557,420,10.0,8.6,1.3,2411,339,8.5,24.4,2.8,34.8,0.8,1.4,41.2,5.6,8.3,35.2,1.0,1.8,29.7,1.7,3.5,45.4,3.8,5.1,15293,1678,6.7,10.8,1.2,,1230,647,32.0,31.2,14.5,,2609,705.0,16.4,2.9,0.8,,10566,1287,7.4,31.1,3.2,,694,314,27.5,7.7,3.4,,61281,2785,2.8,40.5,1.6,3104,852,16.7,73.9,8.0,42397,2342,3.4,44.3,2.1,11833,1606,8.2,31.7,3.7,2541,434,10.4,26.4,3.9,30080,1580,3.2,19.9,1.0,100097,2571,1.6,66.2,0.9,21007,970,2.8,13.9,0.6,1007,526,31.7,24.0,11.0,17383,1046,3.7,18.2,1.0,9173,1128,7.5,24.6,2.5,1448,357,15.0,15.1,3.5,2782,612,13.4,66.2,22.1,64337,2044,1.9,67.2,1.2,24309,1680,4.2,65.1,1.2,5753,520,5.5,59.8,1.1,414,157,23.0,9.9,2.8,13976,822,3.6,14.6,0.8,3865,466,7.3,10.3,1.0,2415,273,6.9,25.1,1.8,36.7,0.8,1.3,38.8,3.0,4.7,38.8,1.0,1.6,30.2,1.3,2.5,46.1,3.3,4.4
03703,11343,1285,6.9,10.2,1.1,,1025,327,19.4,41.8,6.9,,659,458.0,42.3,2.2,1.5,,7031,982,8.5,19.3,2.4,,2591,576,13.5,6.4,1.4,,23150,2091,5.5,19.9,1.7,1540,426,16.8,59.5,2.8,9038,1227,8.3,28.8,3.4,6300,1163,11.2,16.2,2.8,5692,1040,11.1,13.7,2.4,19358,1215,3.8,16.6,0.9,75364,2269,1.8,64.7,0.9,21745,909,2.5,18.7,0.6,447,269,36.6,17.3,9.3,5253,801,9.3,16.7,2.3,8797,1006,6.9,22.6,2.1,4272,545,7.8,10.3,1.3,1758,502,17.4,67.9,5.8,20256,1651,5.0,64.6,3.2,26236,1931,4.5,67.3,2.5,26031,1209,2.8,62.5,1.8,384,153,24.2,14.8,4.3,5869,573,5.9,18.7,1.4,3949,499,7.7,10.1,1.1,11336,583,3.1,27.2,1.0,42.6,0.8,1.1,35.2,3.8,6.6,43.5,1.4,2.0,35.1,1.3,2.3,50.6,1.3,1.5,14550,1864,7.8,12.8,1.6,,1342,376,17.0,40.0,7.6,,674,413.0,37.2,2.1,1.3,,10198,1614,9.6,22.7,3.4,,2202,557,15.4,7.3,1.8,,24607,2326,5.7,20.6,1.9,2328,532,13.9,66.6,5.5,10228,1631,9.7,29.9,4.1,7199,1265,10.7,14.9,2.5,3998,873,13.3,13.0,2.8,19936,1344,4.1,16.7,1.0,75338,2603,2.1,62.9,1.3,24426,1105,2.8,20.4,0.7,531,240,27.5,15.2,6.1,6094,1206,12.0,17.8,3.2,9978,1088,6.6,20.6,2.0,2941,487,10.1,9.5,1.5,2388,534,13.6,68.3,4.6,21396,1979,5.6,62.5,2.7,31533,1910,3.7,65.2,1.8,18259,1024,3.4,59.2,2.1,575,280,29.6,16.5,7.2,6737,933,8.4,19.7,2.2,6826,831,7.4,14.1,1.5,9646,603,3.8,31.3,1.4,42.9,0.9,1.3,37.5,3.7,6.0,44.3,1.6,2.2,36.7,1.1,1.7,53.9,1.5,1.6
03704,26769,1709,3.9,22.6,1.4,,4199,698,10.1,39.8,5.2,,782,511.0,39.7,3.1,2.0,,15295,1468,5.8,31.1,2.7,,6317,966,9.3,19.9,2.9,,45069,2236,3.0,35.4,1.6,8389,972,7.0,73.8,4.3,9987,1059,6.4,38.1,3.4,15457,1382,5.4,28.7,2.3,10333,1282,7.5,31.1,3.5,25915,1360,3.2,20.4,1.0,83821,2076,1.5,65.9,0.7,17477,960,3.3,13.7,0.7,2477,399,9.8,21.8,2.7,5196,724,8.5,19.8,2.5,13216,957,4.4,24.5,1.5,4398,554,7.7,13.2,1.5,8168,812,6.0,71.8,10.1,18097,1163,3.9,69.1,2.0,36062,1532,2.6,67.0,1.0,19874,1144,3.5,59.7,1.9,725,247,20.7,6.4,2.1,2908,384,8.0,11.1,1.3,4579,502,6.7,8.5,0.9,9004,631,4.3,27.1,1.4,36.6,0.8,1.3,34.9,1.8,3.2,37.8,1.4,2.3,31.7,1.1,2.1,48.6,1.6,2.0,27599,1654,3.6,23.2,1.3,,4537,658,8.8,45.2,4.5,,1112,363.0,19.8,4.2,1.4,,16055,1201,4.5,29.5,1.9,,5625,644,7.0,21.9,2.4,,40993,2260,3.4,32.3,1.7,6977,881,7.7,65.5,4.2,8911,1069,7.3,31.8,3.3,16408,1572,5.8,28.0,2.4,7781,869,6.8,28.6,3.0,24732,1344,3.3,19.5,1.0,82880,1747,1.3,65.3,0.3,19298,966,3.0,15.2,0.7,1701,361,12.9,16.0,2.9,5150,666,7.9,18.4,2.1,13250,1181,5.4,22.6,1.8,4244,507,7.3,15.6,1.7,7575,799,6.4,71.1,10.8,19086,1281,4.1,68.2,1.9,39038,1544,2.4,66.6,3.8,15266,740,2.9,56.2,1.4,1377,251,11.1,12.9,1.9,3766,455,7.4,13.4,1.4,6329,535,5.1,10.8,0.8,7658,576,4.6,28.2,1.8,37.7,0.8,1.3,38.6,2.3,3.7,38.6,1.3,2.0,33.5,1.0,1.8,47.8,2.1,2.7
03705,40519,1956,2.9,28.2,1.2,,459,265,35.1,35.0,16.3,,3454,729.0,12.8,7.9,1.6,,35346,1838,3.2,38.9,1.8,,1042,368,21.5,17.1,5.6,,46838,2680,3.5,29.7,1.6,1077,393,22.2,81.5,10.4,10369,1214,7.1,21.7,2.4,33214,2207,4.0,33.2,2.0,1527,384,15.3,23.5,5.0,42221,1564,2.3,26.8,0.8,103037,2456,1.4,65.4,0.8,12334,608,3.0,7.8,0.4,45,53,71.7,3.4,3.8,12093,1096,5.5,25.3,2.0,28506,1347,2.9,28.5,1.1,1001,316,19.2,15.4,4.4,1056,407,23.4,79.9,14.3,32033,1558,3.0,67.1,1.6,63978,1835,1.7,64.0,0.9,4524,740,9.9,69.7,6.7,220,103,28.5,16.7,5.4,3616,373,6.3,7.6,0.7,7438,531,4.3,7.4,0.5,966,279,17.6,14.9,3.8,28.3,0.7,1.5,31.0,9.4,18.5,30.4,1.2,2.5,27.7,0.8,1.8,21.7,1.1,3.1,43038,1886,2.7,27.5,1.1,,584,223,23.2,39.5,9.7,,3361,695.0,12.6,6.7,1.4,,37867,1829,2.9,39.0,1.6,,959,302,19.1,15.5,4.6,,55210,2663,2.9,32.2,1.4,1006,316,19.1,64.2,5.7,13103,1550,7.2,23.8,2.7,39194,2368,3.7,36.9,2.0,1444,456,19.2,22.1,6.5,43122,1472,2.1,25.1,0.7,112106,2704,1.5,65.4,1.1,16278,746,2.8,9.5,0.4,240,149,37.8,15.3,8.3,14171,1020,4.4,25.7,1.6,27473,1443,3.2,25.8,1.2,664,279,25.5,10.2,4.1,1117,371,20.2,71.3,10.0,36488,1628,2.7,66.3,1.6,68171,2120,1.9,64.1,1.0,4991,613,7.5,76.4,3.7,209,116,33.7,13.3,6.2,4392,490,6.8,8.0,0.8,10698,726,4.1,10.1,0.6,877,238,16.5,13.4,3.3,30.1,0.6,1.3,30.0,6.8,13.9,31.4,1.3,2.6,30.2,0.8,1.6,21.6,0.6,1.7
03706,36655,2499,4.1,31.9,2.1,,3399,605,10.8,46.5,5.7,,1283,625.0,29.6,5.8,2.8,,29853,2260,4.6,41.0,2.8,,1790,511,17.4,18.7,4.9,,51332,2721,3.2,41.1,2.0,5723,822,8.7,72.0,4.6,6780,916,8.2,28.6,3.1,33401,2496,4.5,41.6,2.7,3543,626,10.7,35.2,4.7,30240,1451,2.9,24.2,1.0,83962,2120,1.5,67.2,0.6,10717,788,4.5,8.6,0.6,1738,376,13.2,21.9,3.8,5249,710,8.2,22.1,2.4,21160,1395,4.0,26.4,1.5,1411,375,16.1,14.0,3.4,5702,734,7.8,71.8,13.1,16402,1361,5.0,69.2,1.8,53773,2041,2.3,67.0,0.9,6236,731,7.1,61.9,1.5,506,243,29.2,6.4,2.9,2068,382,11.2,8.7,1.5,5275,506,5.8,6.6,0.6,2431,425,10.6,24.1,3.2,31.8,0.7,1.3,34.5,3.3,5.8,34.8,1.5,2.6,29.4,0.8,1.6,45.4,3.7,4.9,46219,2283,3.0,38.1,1.7,,3372,751,13.5,52.0,8.5,,1776,672.0,23.0,10.0,3.7,,38886,2186,3.4,44.6,2.1,,1775,522,17.9,25.1,6.5,,59649,2469,2.5,45.1,1.6,5175,864,10.1,75.2,4.0,6234,1138,11.1,33.2,5.3,44217,2317,3.2,46.0,2.0,2920,691,14.4,40.0,7.4,30867,1693,3.3,23.4,1.2,88220,1761,1.2,66.8,1.9,13042,719,3.4,9.9,0.5,1269,438,21.0,18.4,5.7,3588,740,12.5,19.1,3.5,23827,1591,4.1,24.8,1.5,1188,385,19.7,16.3,4.7,4775,704,9.0,69.4,15.0,12841,1148,5.4,68.4,8.7,64495,1934,1.8,67.2,0.3,4404,742,10.2,60.3,5.1,836,250,18.2,12.2,3.1,2356,412,10.6,12.5,1.9,7702,642,5.1,8.0,0.6,1717,300,10.6,23.5,2.3,32.4,0.6,1.1,38.4,2.7,4.3,40.2,2.3,3.4,30.6,0.7,1.3,40.3,3.5,5.3
03707,43312,2450,3.4,35.4,1.8,,365,261,43.5,26.4,16.9,,3458,616.0,10.8,10.0,1.7,,39024,2415,3.8,47.1,2.3,,279,173,37.7,14.2,8.2,,55632,2480,2.7,41.6,1.5,1309,430,20.0,83.1,9.7,11482,1126,6.0,30.2,2.6,41891,2420,3.5,46.2,2.0,429,274,38.8,21.2,12.7,34188,1562,2.8,25.5,0.9,91237,3007,2.0,68.2,1.2,8414,622,4.5,6.3,0.4,307,165,32.7,19.5,8.6,8850,807,5.5,23.3,1.8,24349,1388,3.5,26.9,1.2,233,162,42.3,11.5,7.6,1160,360,18.9,73.6,3.4,26413,1416,3.3,69.5,1.9,61005,2819,2.8,67.3,1.8,1544,366,14.4,76.5,5.5,109,103,57.7,6.9,6.2,2717,350,7.8,7.2,0.9,5259,462,5.3,5.8,0.5,242,117,29.3,12.0,5.1,29.9,0.7,1.5,33.4,2.5,4.6,33.0,1.3,2.4,28.3,0.8,1.8,40.6,5.3,8.0,46770,2142,2.8,36.6,1.6,,791,355,27.3,42.6,15.9,,4065,734.0,11.0,12.1,2.1,,41482,1901,2.8,46.6,1.8,,112,82,44.7,7.8,5.5,,61501,2262,2.2,44.0,1.4,1322,381,17.5,66.2,9.7,11933,1099,5.6,32.6,2.5,47593,2218,2.8,48.8,1.9,184,107,35.3,11.0,5.9,35840,1477,2.5,25.7,1.0,91839,1898,1.3,65.8,0.7,11943,562,2.9,8.6,0.4,406,187,27.9,20.3,7.9,8637,861,6.1,23.6,2.0,25609,1346,3.2,26.3,1.2,470,200,25.8,28.1,10.0,1252,356,17.3,62.7,8.7,24682,1438,3.5,67.5,2.0,63795,1970,1.9,65.5,1.0,1065,251,14.3,63.7,2.3,340,146,26.1,17.0,6.0,3259,413,7.7,8.9,1.0,8058,556,4.2,8.3,0.5,138,87,38.4,8.2,4.8,30.5,0.7,1.5,38.2,5.3,8.4,33.5,1.5,2.7,29.5,0.7,1.4,29.3,5.9,12.3
03708,44949,2899,3.9,34.8,2.1,,769,271,21.4,46.2,10.1,,4239,791.0,11.3,9.8,1.8,,39498,2592,4.0,49.2,2.7,,247,188,46.2,11.7,8.3,,56072,3169,3.4,39.9,2.1,1441,425,17.9,82.1,6.0,14054,1477,6.4,29.8,2.8,39577,2769,4.3,45.2,2.7,473,293,37.7,21.0,11.6,36166,1727,2.9,25.7,1.1,93018,2483,1.6,66.2,1.1,11422,673,3.6,8.1,0.4,315,174,33.5,17.9,8.5,12013,1058,5.4,25.5,1.9,22856,1492,4.0,26.1,1.4,461,245,32.4,20.5,9.3,1276,389,18.5,72.7,7.7,30353,1465,2.9,64.4,4.4,58595,2543,2.6,66.9,1.4,1459,484,20.2,64.7,11.8,164,126,46.5,9.3,6.6,4770,444,5.7,10.1,0.8,6071,538,5.4,6.9,0.6,334,175,31.9,14.8,6.6,31.2,0.7,1.4,35.9,4.4,7.4,33.9,1.3,2.3,29.6,0.8,1.7,44.7,3.1,4.3,48138,2300,2.9,36.5,1.6,,1089,374,20.9,55.2,10.0,,4319,899.0,12.7,11.5,2.3,,42121,2188,3.2,48.4,2.1,,374,235,38.2,12.1,7.3,,62153,2711,2.7,44.0,1.8,1453,397,16.6,69.6,27.4,13033,1299,6.1,32.2,2.7,46194,2687,3.5,49.7,2.6,947,363,23.3,27.6,9.4,34314,1418,2.5,24.3,0.9,92523,2188,1.4,65.5,1.1,14361,757,3.2,10.2,0.5,427,187,26.7,20.4,6.8,9497,1044,6.7,23.5,2.3,23058,1298,3.4,24.8,1.2,697,296,25.8,20.3,7.9,1336,460,21.0,64.0,12.5,25980,1538,3.6,64.2,1.7,61423,2144,2.1,66.1,1.5,2248,415,11.2,65.6,3.2,326,171,31.9,15.6,6.9,4972,459,5.6,12.3,0.9,8440,740,5.3,9.1,0.8,484,197,24.8,14.1,5.2,32.6,0.7,1.2,35.4,5.0,8.7,34.3,1.1,2.0,31.6,0.9,1.7,35.6,3.3,5.7
03709,40725,2638,3.9,24.1,1.5,,4517,751,10.1,39.9,5.4,,1966,590.0,18.2,3.9,1.2,,33408,2548,4.6,33.8,2.3,,424,197,28.2,9.8,4.4,,55296,3222,3.5,30.2,1.6,8372,986,7.2,70.3,4.1,12950,1527,7.2,24.4,2.7,30341,2517,5.0,28.1,2.1,952,336,21.4,19.9,6.5,42449,1973,2.8,23.2,1.0,121305,2518,1.3,66.3,0.2,19161,914,2.9,10.5,0.5,2770,455,10.0,23.3,3.0,10992,1071,5.9,20.7,1.8,26365,1707,3.9,24.5,1.3,798,299,22.8,16.7,5.8,8258,857,6.3,69.4,1.1,35793,1585,2.7,67.4,0.9,71202,2489,2.1,66.0,0.4,2548,414,9.9,53.2,4.7,877,190,13.2,7.4,1.4,6283,552,5.3,11.8,0.9,10264,727,4.3,9.5,0.6,1439,282,11.9,30.1,4.2,33.3,0.7,1.2,32.3,2.9,5.5,37.7,1.2,2.0,31.0,0.8,1.6,49.7,3.4,4.2,42937,1958,2.8,24.9,1.0,,6682,870,7.9,47.0,4.9,,2322,571.0,14.9,4.7,1.1,,32218,1931,3.6,32.5,1.7,,744,311,25.4,14.4,5.7,,61182,2878,2.9,33.0,1.4,10595,902,5.2,69.1,2.5,13280,1561,7.1,25.4,2.8,33861,2185,3.9,31.6,1.9,1201,401,20.3,21.7,6.5,41078,1856,2.7,22.1,0.9,120597,2320,1.2,65.0,1.8,23914,992,2.5,12.9,0.5,3384,556,10.0,22.1,3.2,10112,1026,6.2,19.3,1.8,25156,1480,3.6,23.5,1.2,1003,311,18.9,18.1,5.0,10375,806,4.7,67.7,0.6,34287,1660,2.9,65.5,1.4,69406,1975,1.7,64.8,0.6,3381,549,9.9,61.0,4.7,1566,259,10.0,10.2,1.5,7967,595,4.5,15.2,0.9,12570,833,4.0,11.7,0.7,1157,245,12.9,20.9,3.3,34.4,0.6,1.1,34.4,2.0,3.6,36.9,1.6,2.6,33.2,0.9,1.6,42.2,4.4,6.4
